state,dt,data,fips,confirmed,suspected,cured,dead
indiana,2020-02-20,,18,,,,
indiana,2020-02-21,,18,,,,
indiana,2020-02-22,,18,,,,
indiana,2020-02-23,,18,,,,
indiana,2020-02-24,,18,,,,
indiana,2020-02-25,,18,,,,
indiana,2020-02-26,,18,,,,
indiana,2020-02-27,,18,,,,
indiana,2020-02-28,,18,,,,
indiana,2020-02-29,,18,,,,
indiana,2020-03-01,,18,,,,
indiana,2020-03-02,,18,,,,
indiana,2020-03-03,,18,,,,
indiana,2020-03-04,,18,,,,
indiana,2020-03-05,,18,,,,
indiana,2020-03-06,,18,,,,
indiana,2020-03-07,1-0-0-0,18,1.0,0.0,0.0,0.0
indiana,2020-03-08,1-0-0-0,18,1.0,0.0,0.0,0.0
indiana,2020-03-09,2-0-0-0,18,2.0,0.0,0.0,0.0
indiana,2020-03-10,4-0-0-0,18,4.0,0.0,0.0,0.0
indiana,2020-03-11,6-0-0-0,18,6.0,0.0,0.0,0.0
indiana,2020-03-12,10-0-0-0,18,10.0,0.0,0.0,0.0
indiana,2020-03-13,12-0-0-0,18,12.0,0.0,0.0,0.0
iowa,2020-01-21,,19,,,,
iowa,2020-01-22,,19,,,,
iowa,2020-01-23,,19,,,,
iowa,2020-01-24,,19,,,,
iowa,2020-01-25,,19,,,,
iowa,2020-01-26,,19,,,,
iowa,2020-01-27,,19,,,,
iowa,2020-01-28,,19,,,,
iowa,2020-01-29,,19,,,,
iowa,2020-01-30,,19,,,,
iowa,2020-01-31,,19,,,,
iowa,2020-02-01,,19,,,,
iowa,2020-02-02,,19,,,,
iowa,2020-02-03,,19,,,,
iowa,2020-02-04,,19,,,,
iowa,2020-02-05,,19,,,,
iowa,2020-02-06,,19,,,,
iowa,2020-02-07,,19,,,,
iowa,2020-02-08,,19,,,,
iowa,2020-02-09,,19,,,,
iowa,2020-02-10,,19,,,,
iowa,2020-02-11,,19,,,,
iowa,2020-02-12,,19,,,,
iowa,2020-02-13,,19,,,,
iowa,2020-02-14,,19,,,,
iowa,2020-02-15,,19,,,,
iowa,2020-02-16,,19,,,,
iowa,2020-02-17,,19,,,,
iowa,2020-02-18,,19,,,,
iowa,2020-02-19,,19,,,,
iowa,2020-02-20,,19,,,,
iowa,2020-02-21,,19,,,,
iowa,2020-02-22,,19,,,,
iowa,2020-02-23,,19,,,,
iowa,2020-02-24,,19,,,,
iowa,2020-02-25,,19,,,,
iowa,2020-02-26,,19,,,,
iowa,2020-02-27,,19,,,,
iowa,2020-02-28,,19,,,,
iowa,2020-02-29,,19,,,,
iowa,2020-03-01,,19,,,,
iowa,2020-03-02,,19,,,,
iowa,2020-03-03,,19,,,,
iowa,2020-03-04,,19,,,,
iowa,2020-03-05,,19,,,,
iowa,2020-03-06,,19,,,,
iowa,2020-03-07,,19,,,,
iowa,2020-03-08,,19,,,,
iowa,2020-03-09,3-0-0-0,19,3.0,0.0,0.0,0.0
iowa,2020-03-10,4-0-0-0,19,4.0,0.0,0.0,0.0
iowa,2020-03-11,13-0-0-0,19,13.0,0.0,0.0,0.0
iowa,2020-03-12,13-0-0-0,19,13.0,0.0,0.0,0.0
iowa,2020-03-13,16-0-0-0,19,16.0,0.0,0.0,0.0
kansas,2020-01-21,,20,,,,
kansas,2020-01-22,,20,,,,
kansas,2020-01-23,,20,,,,
kansas,2020-01-24,,20,,,,
kansas,2020-01-25,,20,,,,
kansas,2020-01-26,,20,,,,
kansas,2020-01-27,,20,,,,
kansas,2020-01-28,,20,,,,
kansas,2020-01-29,,20,,,,
kansas,2020-01-30,,20,,,,
kansas,2020-01-31,,20,,,,
kansas,2020-02-01,,20,,,,
kansas,2020-02-02,,20,,,,
kansas,2020-02-03,,20,,,,
kansas,2020-02-04,,20,,,,
kansas,2020-02-05,,20,,,,
kansas,2020-02-06,,20,,,,
kansas,2020-02-07,,20,,,,
kansas,2020-02-08,,20,,,,
kansas,2020-02-09,,20,,,,
kansas,2020-02-10,,20,,,,
kansas,2020-02-11,,20,,,,
kansas,2020-02-12,,20,,,,
kansas,2020-02-13,,20,,,,
kansas,2020-02-14,,20,,,,
kansas,2020-02-15,,20,,,,
kansas,2020-02-16,,20,,,,
kansas,2020-02-17,,20,,,,
kansas,2020-02-18,,20,,,,
kansas,2020-02-19,,20,,,,
kansas,2020-02-20,,20,,,,
kansas,2020-02-21,,20,,,,
kansas,2020-02-22,,20,,,,
kansas,2020-02-23,,20,,,,
kansas,2020-02-24,,20,,,,
kansas,2020-02-25,,20,,,,
kansas,2020-02-26,,20,,,,
kansas,2020-02-27,,20,,,,
kansas,2020-02-28,,20,,,,
kansas,2020-02-29,,20,,,,
kansas,2020-03-01,,20,,,,
kansas,2020-03-02,,20,,,,
kansas,2020-03-03,,20,,,,
kansas,2020-03-04,,20,,,,
kansas,2020-03-05,,20,,,,
kansas,2020-03-06,,20,,,,
kansas,2020-03-07,,20,,,,
kansas,2020-03-08,1-0-0-0,20,1.0,0.0,0.0,0.0
kansas,2020-03-09,1-0-0-0,20,1.0,0.0,0.0,0.0
kansas,2020-03-10,1-0-0-0,20,1.0,0.0,0.0,0.0
kansas,2020-03-11,1-0-0-0,20,1.0,0.0,0.0,0.0
kansas,2020-03-12,1-0-0-0,20,1.0,0.0,0.0,0.0
kansas,2020-03-13,4-0-0-1,20,4.0,0.0,0.0,1.0
kentucky,2020-01-21,,21,,,,
kentucky,2020-01-22,,21,,,,
kentucky,2020-01-23,,21,,,,
kentucky,2020-01-24,,21,,,,
kentucky,2020-01-25,,21,,,,
kentucky,2020-01-26,,21,,,,
kentucky,2020-01-27,,21,,,,
kentucky,2020-01-28,,21,,,,
kentucky,2020-01-29,,21,,,,
kentucky,2020-01-30,,21,,,,
kentucky,2020-01-31,,21,,,,
kentucky,2020-02-01,,21,,,,
kentucky,2020-02-02,,21,,,,
kentucky,2020-02-03,,21,,,,
kentucky,2020-02-04,,21,,,,
kentucky,2020-02-05,,21,,,,
kentucky,2020-02-06,,21,,,,
kentucky,2020-02-07,,21,,,,
kentucky,2020-02-08,,21,,,,
kentucky,2020-02-09,,21,,,,
kentucky,2020-02-10,,21,,,,
kentucky,2020-02-11,,21,,,,
kentucky,2020-02-12,,21,,,,
kentucky,2020-02-13,,21,,,,
kentucky,2020-02-14,,21,,,,
kentucky,2020-02-15,,21,,,,
kentucky,2020-02-16,,21,,,,
kentucky,2020-02-17,,21,,,,
kentucky,2020-02-18,,21,,,,
kentucky,2020-02-19,,21,,,,
kentucky,2020-02-20,,21,,,,
kentucky,2020-02-21,,21,,,,
kentucky,2020-02-22,,21,,,,
kentucky,2020-02-23,,21,,,,
kentucky,2020-02-24,,21,,,,
kentucky,2020-02-25,,21,,,,
kentucky,2020-02-26,,21,,,,
kentucky,2020-02-27,,21,,,,
kentucky,2020-02-28,,21,,,,
kentucky,2020-02-29,,21,,,,
kentucky,2020-03-01,,21,,,,
kentucky,2020-03-02,,21,,,,
kentucky,2020-03-03,,21,,,,
kentucky,2020-03-04,,21,,,,
kentucky,2020-03-05,,21,,,,
kentucky,2020-03-06,,21,,,,
kentucky,2020-03-07,,21,,,,
kentucky,2020-03-08,1-0-0-0,21,1.0,0.0,0.0,0.0
kentucky,2020-03-09,4-0-0-0,21,4.0,0.0,0.0,0.0
kentucky,2020-03-10,4-0-0-0,21,4.0,0.0,0.0,0.0
kentucky,2020-03-11,8-0-0-0,21,8.0,0.0,0.0,0.0
kentucky,2020-03-12,8-0-0-0,21,8.0,0.0,0.0,0.0
kentucky,2020-03-13,11-0-0-0,21,11.0,0.0,0.0,0.0
louisiana,2020-01-21,,22,,,,
louisiana,2020-01-22,,22,,,,
louisiana,2020-01-23,,22,,,,
louisiana,2020-01-24,,22,,,,
louisiana,2020-01-25,,22,,,,
louisiana,2020-01-26,,22,,,,
louisiana,2020-01-27,,22,,,,
louisiana,2020-01-28,,22,,,,
louisiana,2020-01-29,,22,,,,
louisiana,2020-01-30,,22,,,,
louisiana,2020-01-31,,22,,,,
louisiana,2020-02-01,,22,,,,
louisiana,2020-02-02,,22,,,,
louisiana,2020-02-03,,22,,,,
louisiana,2020-02-04,,22,,,,
louisiana,2020-02-05,,22,,,,
louisiana,2020-02-06,,22,,,,
louisiana,2020-02-07,,22,,,,
louisiana,2020-02-08,,22,,,,
louisiana,2020-02-09,,22,,,,
louisiana,2020-02-10,,22,,,,
louisiana,2020-02-11,,22,,,,
louisiana,2020-02-12,,22,,,,
louisiana,2020-02-13,,22,,,,
louisiana,2020-02-14,,22,,,,
louisiana,2020-02-15,,22,,,,
louisiana,2020-02-16,,22,,,,
louisiana,2020-02-17,,22,,,,
louisiana,2020-02-18,,22,,,,
louisiana,2020-02-19,,22,,,,
louisiana,2020-02-20,,22,,,,
louisiana,2020-02-21,,22,,,,
louisiana,2020-02-22,,22,,,,
louisiana,2020-02-23,,22,,,,
louisiana,2020-02-24,,22,,,,
louisiana,2020-02-25,,22,,,,
louisiana,2020-02-26,,22,,,,
louisiana,2020-02-27,,22,,,,
louisiana,2020-02-28,,22,,,,
louisiana,2020-02-29,,22,,,,
louisiana,2020-03-01,,22,,,,
louisiana,2020-03-02,,22,,,,
louisiana,2020-03-03,,22,,,,
louisiana,2020-03-04,,22,,,,
louisiana,2020-03-05,,22,,,,
louisiana,2020-03-06,,22,,,,
louisiana,2020-03-07,,22,,,,
louisiana,2020-03-08,,22,,,,
louisiana,2020-03-09,,22,,,,
louisiana,2020-03-10,1-0-0-0,22,1.0,0.0,0.0,0.0
louisiana,2020-03-11,3-0-0-0,22,3.0,0.0,0.0,0.0
louisiana,2020-03-12,6-0-0-0,22,6.0,0.0,0.0,0.0
louisiana,2020-03-13,19-0-0-0,22,19.0,0.0,0.0,0.0
maine,2020-01-21,,23,,,,
maine,2020-01-22,,23,,,,
maine,2020-01-23,,23,,,,
maine,2020-01-24,,23,,,,
maine,2020-01-25,,23,,,,
maine,2020-01-26,,23,,,,
maine,2020-01-27,,23,,,,
maine,2020-01-28,,23,,,,
maine,2020-01-29,,23,,,,
maine,2020-01-30,,23,,,,
maine,2020-01-31,,23,,,,
maine,2020-02-01,,23,,,,
maine,2020-02-02,,23,,,,
maine,2020-02-03,,23,,,,
maine,2020-02-04,,23,,,,
maine,2020-02-05,,23,,,,
maine,2020-02-06,,23,,,,
maine,2020-02-07,,23,,,,
maine,2020-02-08,,23,,,,
maine,2020-02-09,,23,,,,
maine,2020-02-10,,23,,,,
maine,2020-02-11,,23,,,,
maine,2020-02-12,,23,,,,
maine,2020-02-13,,23,,,,
maine,2020-02-14,,23,,,,
maine,2020-02-15,,23,,,,
maine,2020-02-16,,23,,,,
maine,2020-02-17,,23,,,,
maine,2020-02-18,,23,,,,
maine,2020-02-19,,23,,,,
maine,2020-02-20,,23,,,,
maine,2020-02-21,,23,,,,
maine,2020-02-22,,23,,,,
maine,2020-02-23,,23,,,,
maine,2020-02-24,,23,,,,
maine,2020-02-25,,23,,,,
maine,2020-02-26,,23,,,,
maine,2020-02-27,,23,,,,
maine,2020-02-28,,23,,,,
maine,2020-02-29,,23,,,,
maine,2020-03-01,,23,,,,
maine,2020-03-02,,23,,,,
maine,2020-03-03,,23,,,,
maine,2020-03-04,,23,,,,
maine,2020-03-05,,23,,,,
maine,2020-03-06,,23,,,,
maine,2020-03-07,,23,,,,
maine,2020-03-08,,23,,,,
maine,2020-03-09,,23,,,,
maine,2020-03-10,,23,,,,
maine,2020-03-11,,23,,,,
maine,2020-03-12,,23,,,,
maine,2020-03-13,1-0-0-0,23,1.0,0.0,0.0,0.0
maryland,2020-01-21,,24,,,,
maryland,2020-01-22,,24,,,,
maryland,2020-01-23,,24,,,,
maryland,2020-01-24,,24,,,,
maryland,2020-01-25,,24,,,,
maryland,2020-01-26,,24,,,,
maryland,2020-01-27,,24,,,,
maryland,2020-01-28,,24,,,,
maryland,2020-01-29,,24,,,,
maryland,2020-01-30,,24,,,,
maryland,2020-01-31,,24,,,,
maryland,2020-02-01,,24,,,,
maryland,2020-02-02,,24,,,,
maryland,2020-02-03,,24,,,,
maryland,2020-02-04,,24,,,,
maryland,2020-02-05,,24,,,,
maryland,2020-02-06,,24,,,,
maryland,2020-02-07,,24,,,,
maryland,2020-02-08,,24,,,,
maryland,2020-02-09,,24,,,,
maryland,2020-02-10,,24,,,,
maryland,2020-02-11,,24,,,,
maryland,2020-02-12,,24,,,,
maryland,2020-02-13,,24,,,,
maryland,2020-02-14,,24,,,,
maryland,2020-02-15,,24,,,,
maryland,2020-02-16,,24,,,,
maryland,2020-02-17,,24,,,,
maryland,2020-02-18,,24,,,,
maryland,2020-02-19,,24,,,,
maryland,2020-02-20,,24,,,,
maryland,2020-02-21,,24,,,,
maryland,2020-02-22,,24,,,,
maryland,2020-02-23,,24,,,,
maryland,2020-02-24,,24,,,,
maryland,2020-02-25,,24,,,,
maryland,2020-02-26,,24,,,,
maryland,2020-02-27,,24,,,,
maryland,2020-02-28,,24,,,,
maryland,2020-02-29,,24,,,,
maryland,2020-03-01,,24,,,,
maryland,2020-03-02,,24,,,,
maryland,2020-03-03,,24,,,,
maryland,2020-03-04,,24,,,,
maryland,2020-03-05,,24,,,,
maryland,2020-03-06,,24,,,,
maryland,2020-03-07,3-0-0-0,24,3.0,0.0,0.0,0.0
maryland,2020-03-08,3-0-0-0,24,3.0,0.0,0.0,0.0
maryland,2020-03-09,5-0-0-0,24,5.0,0.0,0.0,0.0
maryland,2020-03-10,7-0-0-0,24,7.0,0.0,0.0,0.0
maryland,2020-03-11,9-0-0-0,24,9.0,0.0,0.0,0.0
maryland,2020-03-12,10-0-0-0,24,10.0,0.0,0.0,0.0
maryland,2020-03-13,13-0-0-0,24,13.0,0.0,0.0,0.0
massachusetts,2020-01-21,,25,,,,
massachusetts,2020-01-22,,25,,,,
massachusetts,2020-01-23,,25,,,,
massachusetts,2020-01-24,,25,,,,
massachusetts,2020-01-25,,25,,,,
massachusetts,2020-01-26,,25,,,,
massachusetts,2020-01-27,,25,,,,
massachusetts,2020-01-28,,25,,,,
massachusetts,2020-01-29,,25,,,,
massachusetts,2020-01-30,,25,,,,
massachusetts,2020-01-31,,25,,,,
massachusetts,2020-02-01,,25,,,,
massachusetts,2020-02-02,,25,,,,
massachusetts,2020-02-03,,25,,,,
massachusetts,2020-02-04,,25,,,,
massachusetts,2020-02-05,,25,,,,
massachusetts,2020-02-06,,25,,,,
massachusetts,2020-02-07,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-08,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-09,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-10,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-11,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-12,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-13,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-14,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-15,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-16,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-17,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-18,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-19,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-20,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-21,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-22,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-23,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-24,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-25,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-26,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-27,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-28,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-02-29,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-03-01,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-03-02,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-03-03,1-0-0-0,25,1.0,0.0,0.0,0.0
massachusetts,2020-03-04,2-0-0-0,25,2.0,0.0,0.0,0.0
massachusetts,2020-03-05,2-0-0-0,25,2.0,0.0,0.0,0.0
massachusetts,2020-03-06,2-0-0-0,25,2.0,0.0,0.0,0.0
massachusetts,2020-03-07,8-0-0-0,25,8.0,0.0,0.0,0.0
massachusetts,2020-03-08,13-0-0-0,25,13.0,0.0,0.0,0.0
massachusetts,2020-03-09,28-0-0-0,25,28.0,0.0,0.0,0.0
massachusetts,2020-03-10,41-0-0-0,25,41.0,0.0,0.0,0.0
massachusetts,2020-03-11,92-0-0-0,25,92.0,0.0,0.0,0.0
massachusetts,2020-03-12,95-0-0-0,25,95.0,0.0,0.0,0.0
massachusetts,2020-03-13,108-0-0-0,25,108.0,0.0,0.0,0.0
michigan,2020-01-21,,26,,,,
michigan,2020-01-22,,26,,,,
michigan,2020-01-23,,26,,,,
michigan,2020-01-24,,26,,,,
michigan,2020-01-25,,26,,,,
michigan,2020-01-26,,26,,,,
michigan,2020-01-27,,26,,,,
michigan,2020-01-28,,26,,,,
michigan,2020-01-29,,26,,,,
michigan,2020-01-30,,26,,,,
michigan,2020-01-31,,26,,,,
michigan,2020-02-01,,26,,,,
michigan,2020-02-02,,26,,,,
michigan,2020-02-03,,26,,,,
michigan,2020-02-04,,26,,,,
michigan,2020-02-05,,26,,,,
michigan,2020-02-06,,26,,,,
michigan,2020-02-07,,26,,,,
michigan,2020-02-08,,26,,,,
michigan,2020-02-09,,26,,,,
michigan,2020-02-10,,26,,,,
michigan,2020-02-11,,26,,,,
michigan,2020-02-12,,26,,,,
michigan,2020-02-13,,26,,,,
michigan,2020-02-14,,26,,,,
michigan,2020-02-15,,26,,,,
michigan,2020-02-16,,26,,,,
michigan,2020-02-17,,26,,,,
michigan,2020-02-18,,26,,,,
michigan,2020-02-19,,26,,,,
michigan,2020-02-20,,26,,,,
michigan,2020-02-21,,26,,,,
michigan,2020-02-22,,26,,,,
michigan,2020-02-23,,26,,,,
michigan,2020-02-24,,26,,,,
michigan,2020-02-25,,26,,,,
michigan,2020-02-26,,26,,,,
michigan,2020-02-27,,26,,,,
michigan,2020-02-28,,26,,,,
michigan,2020-02-29,,26,,,,
michigan,2020-03-01,,26,,,,
michigan,2020-03-02,,26,,,,
michigan,2020-03-03,,26,,,,
michigan,2020-03-04,,26,,,,
michigan,2020-03-05,,26,,,,
michigan,2020-03-06,,26,,,,
michigan,2020-03-07,,26,,,,
michigan,2020-03-08,,26,,,,
michigan,2020-03-09,,26,,,,
michigan,2020-03-10,,26,,,,
michigan,2020-03-11,2-0-0-0,26,2.0,0.0,0.0,0.0
michigan,2020-03-12,2-0-0-0,26,2.0,0.0,0.0,0.0
michigan,2020-03-13,12-0-0-0,26,12.0,0.0,0.0,0.0
minnesota,2020-01-21,,27,,,,
minnesota,2020-01-22,,27,,,,
minnesota,2020-01-23,,27,,,,
minnesota,2020-01-24,,27,,,,
minnesota,2020-01-25,,27,,,,
minnesota,2020-01-26,,27,,,,
minnesota,2020-01-27,,27,,,,
minnesota,2020-01-28,,27,,,,
minnesota,2020-01-29,,27,,,,
minnesota,2020-01-30,,27,,,,
minnesota,2020-01-31,,27,,,,
minnesota,2020-02-01,,27,,,,
minnesota,2020-02-02,,27,,,,
minnesota,2020-02-03,,27,,,,
minnesota,2020-02-04,,27,,,,
minnesota,2020-02-05,,27,,,,
minnesota,2020-02-06,,27,,,,
minnesota,2020-02-07,,27,,,,
minnesota,2020-02-08,,27,,,,
minnesota,2020-02-09,,27,,,,
minnesota,2020-02-10,,27,,,,
minnesota,2020-02-11,,27,,,,
minnesota,2020-02-12,,27,,,,
minnesota,2020-02-13,,27,,,,
minnesota,2020-02-14,,27,,,,
minnesota,2020-02-15,,27,,,,
minnesota,2020-02-16,,27,,,,
minnesota,2020-02-17,,27,,,,
minnesota,2020-02-18,,27,,,,
minnesota,2020-02-19,,27,,,,
minnesota,2020-02-20,,27,,,,
minnesota,2020-02-21,,27,,,,
minnesota,2020-02-22,,27,,,,
minnesota,2020-02-23,,27,,,,
minnesota,2020-02-24,,27,,,,
minnesota,2020-02-25,,27,,,,
minnesota,2020-02-26,,27,,,,
minnesota,2020-02-27,,27,,,,
minnesota,2020-02-28,,27,,,,
minnesota,2020-02-29,,27,,,,
minnesota,2020-03-01,,27,,,,
minnesota,2020-03-02,,27,,,,
minnesota,2020-03-03,,27,,,,
minnesota,2020-03-04,,27,,,,
minnesota,2020-03-05,,27,,,,
minnesota,2020-03-06,,27,,,,
minnesota,2020-03-07,1-0-0-0,27,1.0,0.0,0.0,0.0
minnesota,2020-03-08,2-0-0-0,27,2.0,0.0,0.0,0.0
minnesota,2020-03-09,1-0-0-0,27,1.0,0.0,0.0,0.0
minnesota,2020-03-10,2-0-0-0,27,2.0,0.0,0.0,0.0
minnesota,2020-03-11,3-0-0-0,27,3.0,0.0,0.0,0.0
minnesota,2020-03-12,5-0-0-0,27,5.0,0.0,0.0,0.0
minnesota,2020-03-13,9-0-0-0,27,9.0,0.0,0.0,0.0
mississippi,2020-01-21,,28,,,,
mississippi,2020-01-22,,28,,,,
mississippi,2020-01-23,,28,,,,
mississippi,2020-01-24,,28,,,,
mississippi,2020-01-25,,28,,,,
mississippi,2020-01-26,,28,,,,
mississippi,2020-01-27,,28,,,,
mississippi,2020-01-28,,28,,,,
mississippi,2020-01-29,,28,,,,
mississippi,2020-01-30,,28,,,,
mississippi,2020-01-31,,28,,,,
mississippi,2020-02-01,,28,,,,
mississippi,2020-02-02,,28,,,,
mississippi,2020-02-03,,28,,,,
mississippi,2020-02-04,,28,,,,
mississippi,2020-02-05,,28,,,,
mississippi,2020-02-06,,28,,,,
mississippi,2020-02-07,,28,,,,
mississippi,2020-02-08,,28,,,,
mississippi,2020-02-09,,28,,,,
mississippi,2020-02-10,,28,,,,
mississippi,2020-02-11,,28,,,,
mississippi,2020-02-12,,28,,,,
mississippi,2020-02-13,,28,,,,
mississippi,2020-02-14,,28,,,,
mississippi,2020-02-15,,28,,,,
mississippi,2020-02-16,,28,,,,
mississippi,2020-02-17,,28,,,,
mississippi,2020-02-18,,28,,,,
mississippi,2020-02-19,,28,,,,
mississippi,2020-02-20,,28,,,,
mississippi,2020-02-21,,28,,,,
mississippi,2020-02-22,,28,,,,
mississippi,2020-02-23,,28,,,,
mississippi,2020-02-24,,28,,,,
mississippi,2020-02-25,,28,,,,
mississippi,2020-02-26,,28,,,,
mississippi,2020-02-27,,28,,,,
mississippi,2020-02-28,,28,,,,
mississippi,2020-02-29,,28,,,,
mississippi,2020-03-01,,28,,,,
mississippi,2020-03-02,,28,,,,
mississippi,2020-03-03,,28,,,,
mississippi,2020-03-04,,28,,,,
mississippi,2020-03-05,,28,,,,
mississippi,2020-03-06,,28,,,,
mississippi,2020-03-07,,28,,,,
mississippi,2020-03-08,,28,,,,
mississippi,2020-03-09,,28,,,,
mississippi,2020-03-10,,28,,,,
mississippi,2020-03-11,,28,,,,
mississippi,2020-03-12,,28,,,,
mississippi,2020-03-13,1-0-0-0,28,1.0,0.0,0.0,0.0
missouri,2020-01-21,,29,,,,
missouri,2020-01-22,,29,,,,
missouri,2020-01-23,,29,,,,
missouri,2020-01-24,,29,,,,
missouri,2020-01-25,,29,,,,
missouri,2020-01-26,,29,,,,
missouri,2020-01-27,,29,,,,
missouri,2020-01-28,,29,,,,
missouri,2020-01-29,,29,,,,
missouri,2020-01-30,,29,,,,
missouri,2020-01-31,,29,,,,
missouri,2020-02-01,,29,,,,
missouri,2020-02-02,,29,,,,
missouri,2020-02-03,,29,,,,
missouri,2020-02-04,,29,,,,
missouri,2020-02-05,,29,,,,
missouri,2020-02-06,,29,,,,
missouri,2020-02-07,,29,,,,
missouri,2020-02-08,,29,,,,
missouri,2020-02-09,,29,,,,
missouri,2020-02-10,,29,,,,
missouri,2020-02-11,,29,,,,
missouri,2020-02-12,,29,,,,
missouri,2020-02-13,,29,,,,
missouri,2020-02-14,,29,,,,
missouri,2020-02-15,,29,,,,
missouri,2020-02-16,,29,,,,
missouri,2020-02-17,,29,,,,
missouri,2020-02-18,,29,,,,
missouri,2020-02-19,,29,,,,
missouri,2020-02-20,,29,,,,
missouri,2020-02-21,,29,,,,
missouri,2020-02-22,,29,,,,
missouri,2020-02-23,,29,,,,
missouri,2020-02-24,,29,,,,
missouri,2020-02-25,,29,,,,
missouri,2020-02-26,,29,,,,
missouri,2020-02-27,,29,,,,
missouri,2020-02-28,,29,,,,
missouri,2020-02-29,,29,,,,
missouri,2020-03-01,,29,,,,
missouri,2020-03-02,,29,,,,
missouri,2020-03-03,,29,,,,
missouri,2020-03-04,,29,,,,
missouri,2020-03-05,,29,,,,
missouri,2020-03-06,,29,,,,
missouri,2020-03-07,,29,,,,
missouri,2020-03-08,1-0-0-0,29,1.0,0.0,0.0,0.0
missouri,2020-03-09,1-0-0-0,29,1.0,0.0,0.0,0.0
missouri,2020-03-10,1-0-0-0,29,1.0,0.0,0.0,0.0
missouri,2020-03-11,1-0-0-0,29,1.0,0.0,0.0,0.0
missouri,2020-03-12,1-0-0-0,29,1.0,0.0,0.0,0.0
missouri,2020-03-13,2-0-0-0,29,2.0,0.0,0.0,0.0
montana,2020-01-21,,30,,,,
montana,2020-01-22,,30,,,,
montana,2020-01-23,,30,,,,
montana,2020-01-24,,30,,,,
montana,2020-01-25,,30,,,,
montana,2020-01-26,,30,,,,
montana,2020-01-27,,30,,,,
montana,2020-01-28,,30,,,,
montana,2020-01-29,,30,,,,
montana,2020-01-30,,30,,,,
montana,2020-01-31,,30,,,,
montana,2020-02-01,,30,,,,
montana,2020-02-02,,30,,,,
montana,2020-02-03,,30,,,,
montana,2020-02-04,,30,,,,
montana,2020-02-05,,30,,,,
montana,2020-02-06,,30,,,,
montana,2020-02-07,,30,,,,
montana,2020-02-08,,30,,,,
montana,2020-02-09,,30,,,,
montana,2020-02-10,,30,,,,
montana,2020-02-11,,30,,,,
montana,2020-02-12,,30,,,,
montana,2020-02-13,,30,,,,
montana,2020-02-14,,30,,,,
montana,2020-02-15,,30,,,,
montana,2020-02-16,,30,,,,
montana,2020-02-17,,30,,,,
montana,2020-02-18,,30,,,,
montana,2020-02-19,,30,,,,
montana,2020-02-20,,30,,,,
montana,2020-02-21,,30,,,,
montana,2020-02-22,,30,,,,
montana,2020-02-23,,30,,,,
montana,2020-02-24,,30,,,,
montana,2020-02-25,,30,,,,
montana,2020-02-26,,30,,,,
montana,2020-02-27,,30,,,,
montana,2020-02-28,,30,,,,
montana,2020-02-29,,30,,,,
montana,2020-03-01,,30,,,,
montana,2020-03-02,,30,,,,
montana,2020-03-03,,30,,,,
montana,2020-03-04,,30,,,,
montana,2020-03-05,,30,,,,
montana,2020-03-06,,30,,,,
montana,2020-03-07,,30,,,,
montana,2020-03-08,,30,,,,
montana,2020-03-09,,30,,,,
montana,2020-03-10,,30,,,,
montana,2020-03-11,,30,,,,
montana,2020-03-12,,30,,,,
montana,2020-03-13,,30,,,,
nebraska,2020-01-21,,31,,,,
nebraska,2020-01-22,,31,,,,
nebraska,2020-01-23,,31,,,,
nebraska,2020-01-24,,31,,,,
nebraska,2020-01-25,,31,,,,
nebraska,2020-01-26,,31,,,,
nebraska,2020-01-27,,31,,,,
nebraska,2020-01-28,,31,,,,
nebraska,2020-01-29,,31,,,,
nebraska,2020-01-30,,31,,,,
nebraska,2020-01-31,,31,,,,
